patient_id,name,birth_date,gender,cpf,rg,rg_issuer,mobile_phone,home_phone,office_phone,email,email_secondary,birth_place,birth_state,zip_code,address,number,complement,neighborhood,city,state,country,picture_filename,ethnicity,marital_status,religion,occupation,education,responsible,cns,died,death_info,nationality,indication,indication_observation,active,receive_email,observation,healthinsurance_pack,patientrelatedness_mother_names,patientrelatedness_father_names,tag_names,tag_physician_id
457,Eloah Farias,2026-01-01,,,,,,(71)9648-0097,,,,Castro da Praia,,,,,,,,,BR,,br,wi,,Diretor de cinema,,,,,,,,,,,,,Dra. Esther da Cunha,,,
458,João Pedro Freitas,,,,,,(71)93247-9161,,,,,Nogueira de Correia, CE,48825-703,Vereda Isaac Nogueira,7,,Dom Cabral,Sales do Oeste,,BR,,br,st,,Auxiliar de reprografia,,,,,,,,,,,,,Alice Nunes,Levi da Rocha,,
459,Thales Azevedo,2057-01-01,,,,,(84)97320-5209,,,,,da Mota da Serra, PI,10424-367,Travessa Costela,,,Savassi,Silveira,,BR,,ye,ma,,Confeiteiro,,,,,,,,,,,,,Mariana Azevedo,Sr. Felipe Correia,,
460,Sra. Gabriela Ribeiro,1975-01-01,,,,,,,(11)6757-9076,,,da Rosa de Moreira,,,,,,,,,BR,,,ma,,Almirante,,,,,,,,,,,,,Marina Alves,Dr. Renan da Rosa,,
461,João Lucas da Cruz,1928-01-01,,,,,,,,,,Santos, PI,48586-975,Trevo de Vieira,24,,Floramar,Pires do Sul,,BR,,,,,Produtor editorial,,,,,,,,,,,,,Srta. Ana Júlia Cardoso,Dr. Francisco Farias,,
462,Vicente Caldeira,1972-01-01,,,,,,,(84)3849-9528,,,Azevedo, CE,63874-779,Vereda Joaquim Oliveira,15,,Serra Do Curral,Silva Paulista,,BR,,br,ma,,,,,,,,,,,,,,,Stephany Pires,Theo Santos,,
463,Dr. Diego Costa,,,,,,,,(51)8660-6063,,,Ribeiro Verde, ES,39487-354,Pátio Carvalho,,,São Jorge 3ª Seção,Jesus,,BR,,wh,ma,,Fundidor,,,,,,,,,,,,,Dra. Olivia Porto,João Felipe Fernandes,,
464,Vitória Dias,2008-01-01,,,,,,,(51)2095-6195,,,Silva do Oeste, GO,31407-317,Campo da Paz,15,,Tres Marias,Dias,,BR,,,ma,,Contábil,,,,,,,,,,,,,,Felipe Pires,,
465,Emanuella Azevedo,2018-01-01,,,,,(55)95583-4399,,,,,, SC,04577-758,Parque de Rocha,4,,Outro,Vieira,,BR,,ye,st,,,,,,,,,,,,,,,Srta. Alícia Nunes,João Pedro da Paz,,
466,Ana Carolina Melo,1968-01-01,,,,,,(61)6279-9544,,,,Melo, AC,99027-121,Travessa Jesus,,,Barão Homem De Melo 2ª Seção,Melo,,BR,,br,st,,Jogador de futebol,,,,,,,,,,,,,Rebeca da Mota,Daniel Peixoto,,
467,Ana Lívia Monteiro,1969-01-01,,,,,(51)95152-2848,,,,,Nunes, AM,56700-609,Favela Ana Júlia Gonçalves,,,Calafate,Santos,,BR,,ye,ma,,Boticário,,,,,,,,,,,,,Bianca Teixeira,João Felipe Viana,,
468,Isabel Santos,,,,,,,,,,,Lopes, AC,44987-536,Setor Viana,27,,Mariquinhas,Pires,,BR,,bl,wi,,General,,,,,,,,,,,,,Elisa da Cunha,João Gabriel Caldeira,,
469,Luiz Otávio Ribeiro,1957-01-01,,,,,,,,,,Costela de Lopes, MS,42327-150,Rodovia Barros,13,,Vila Antena,Pires do Sul,,BR,,bl,st,,Técnico em aviação,,,,,,,,,,,,,Cecília Lima,Dr. Erick Viana,,
470,Kamilly Aragão,1980-01-01,,,,,,,(84)2708-9043,,,, TO,84646-951,Condomínio Lopes,76,,Alta Tensão 2ª Seção,Ramos dos Dourados,,BR,,ye,se,,,,,,,,,,,,,,,Gabrielly Gomes,Luiz Otávio da Rocha,,
471,Alexia Campos,,,,,,,(84)3189-3757,,,,Alves, RN,28376-219,Estrada Cunha,210,,Jardim Montanhês,Moreira,,BR,,bl,,,Astrólogo,,,,,,,,,,,,,,,,
472,Srta. Agatha Ribeiro,2049-01-01,,,,,,,(81)3573-6116,,,Peixoto, MA,24540-951,Viaduto de Melo,242,,Colégio Batista,da Paz de Melo,,BR,,br,ma,,Digitador,,,,,,,,,,,,,,,,
473,Leonardo Freitas,,,,,,(41)94814-6288,,,,,Nunes,,,,,,,,,BR,,ye,st,,,,,,,,,,,,,,,Srta. Eloah Moreira,Dr. Thomas da Rocha,,
474,Ana Vitória Cardoso,2046-01-01,,,,,(55)97912-6509,,,,,Carvalho Alegre, SC,08166-557,Pátio da Rosa,41,,Nova Granada,Melo,,BR,,bl,ma,,,,,,,,,,,,,,,,Pedro Viana,,
475,Dra. Helena Silva,1968-01-01,,,,,,,(21)8463-2660,,,Lopes, GO,81964-689,Quadra de Viana,1,,Cônego Pinheiro 1ª Seção,Costela,,BR,,br,,,Fundidor de placa de gesso,,,,,,,,,,,,,Rafaela Duarte,Dr. Nathan da Conceição,,
476,Maria Julia Rezende,1987-01-01,,,,,,,,,,Freitas, MT,85604-068,Alameda de Novaes,,,Vila Ecológica,Rodrigues,,BR,,br,wi,,Engenheiro de som,,,,,,,,,,,,,Letícia Carvalho,,,
477,Davi Lucas Silveira,1965-01-01,,,,,,,,,,Melo, AP,39452-993,Travessa Isabel Monteiro,404,,Piraja,das Neves do Amparo,,BR,,wh,ma,,Engenheiro de energia,,,,,,,,,,,,,Dra. Isabelly Rocha,Augusto Moura,,
478,Luiz Gustavo Santos,1986-01-01,,,,,,(31)8893-3833,,,,, TO,63750-522,Viela Silveira,49,,Estrela Do Oriente,Moura,,BR,,br,ma,,Bioquímico,,,,,,,,,,,,,Marina Peixoto,,,
479,Paulo Moraes,1993-01-01,,,,,,,(61)0231-0354,,,Castro, RR,05488-661,Trecho de Gonçalves,43,,Barreiro,Ferreira,,BR,,wh,st,,Engenheiro aeronáutico,,,,,,,,,,,,,,,,
480,Clarice Azevedo,2040-01-01,,,,,,,,,,Ramos da Serra, RS,40354-209,Rodovia da Costa,41,,Vitoria Da Conquista,da Cruz das Flores,,BR,,ye,se,,Kite-surfer,,,,,,,,,,,,,Stephany Melo,Pedro da Costa,,
481,Sr. Henrique Oliveira,2018-01-01,,,,,(51)91641-4298,,,,,Sales da Serra, PE,20544-672,Vale de Nogueira,16,,Novo São Lucas,Costa,,BR,,wh,wi,,Astronauta,,,,,,,,,,,,,,Dr. Luiz Otávio Silva,,
482,Brenda Peixoto,1926-01-01,,,,,,(21)8197-2726,,,,Silveira, PI,51565-334,Chácara Peixoto,9,,Santa Terezinha,Pires de Goiás,,BR,,wh,ma,,Ginasta artística,,,,,,,,,,,,,Lívia Fernandes,Cauê Ferreira,,
483,Rodrigo Ribeiro,2031-01-01,,,,,,,,,,Freitas dos Dourados, MG,96094-582,Quadra de Monteiro,,,Aeroporto,Gonçalves,,BR,,ye,wi,,Carnavalesco,,,,,,,,,,,,,Sophia da Costa,,,
484,Gabriel Lima,2027-01-01,,,,,,(51)3048-1570,,,,,,,,,,,,,BR,,,,,Copeiro,,,,,,,,,,,,,,Cauã Ferreira,,
485,Beatriz da Mota,1956-01-01,,,,,,,(61)7567-2799,,,Mendes de Minas, BA,35436-298,Via Pires,61,,Luxemburgo,Carvalho,,BR,,bl,ma,,Cientista,,,,,,,,,,,,,,,,
486,Theo da Mota,1996-01-01,,,,,(55)90455-1200,,,,,Rezende de Cardoso, PB,05291-909,Vila Castro,6,,Boa Vista,da Mata,,BR,,bl,,,,,,,,,,,,,,,,Lara Dias,,,
487,Dra. Isabelly Gonçalves,1986-01-01,,,,,,,(84)6225-0889,,,Rocha do Campo, PB,30524-736,Rodovia de Nunes,,,Guarani,Novaes de Pereira,,BR,,br,,,,,,,,,,,,,,,,Dra. Maria Alice Teixeira,Yuri Cardoso,,
488,Sra. Heloísa da Mota,1984-01-01,,,,,,,(61)6268-6784,,,Costa Grande, TO,13483-659,Loteamento João Guilherme da Mata,28,,Aguas Claras,Rezende da Praia,,BR,,br,ma,,,,,,,,,,,,,,,Gabrielly Sales,Thiago Carvalho,,
489,Dra. Letícia Aragão,1950-01-01,,,,,,(31)2191-6778,,,,,,,,,,,,,BR,,bl,ma,,Engenheiro mecatrônico,,,,,,,,,,,,,,Paulo Teixeira,,
490,Henrique Moura,1992-01-01,,,,,,(81)3014-9472,,,,Pereira de Aragão, CE,19481-339,Esplanada da Mata,64,,Vila Trinta E Um De Março,Novaes,,BR,,bl,,,Letrista,,,,,,,,,,,,,Pietra da Cruz,Dr. Theo da Conceição,,
491,João Sales,1970-01-01,,,,,,,,,,Porto, MA,34583-775,Recanto de Sales,,,Conjunto Lagoa,Ferreira de Souza,,BR,,wh,st,,Dançarino,,,,,,,,,,,,,Joana Gonçalves,Miguel Costa,,
492,Mariane Cardoso,1966-01-01,,,,,,(41)1272-2194,,,,da Luz do Campo,,,,,,,,,BR,,bl,st,,Dançarino,,,,,,,,,,,,,Olivia Silveira,Davi Gomes,,
493,João Peixoto,,,,,,,,(11)6414-3485,,,da Costa Paulista,,,,,,,,,BR,,wh,ma,,Gastroenterologista,,,,,,,,,,,,,Joana Moreira,Benjamin Campos,,
494,Marcos Vinicius Nascimento,2020-01-01,,,,,,(21)1091-4287,,,,Cardoso, ES,54534-263,Área de Pires,369,,Vila Paris,Correia do Campo,,BR,,br,se,,Quadrinista,,,,,,,,,,,,,Agatha Monteiro,Leandro Ramos,,
495,Felipe da Rosa,2007-01-01,,,,,,,,,,Martins Alegre, PI,84039-147,Feira Maysa Viana,383,,Universo,Costela Verde,,BR,,ye,se,,Policial militar,,,,,,,,,,,,,Emanuella Ribeiro,Thomas Souza,,
496,Eduardo Pires,2013-01-01,,,,,(84)97013-4552,,,,,Viana da Serra, SP,46170-436,Conjunto Pires,391,,Esperança,Pires Grande,,BR,,br,wi,,Apicultor,,,,,,,,,,,,,Agatha da Rocha,Dr. Erick Melo,,
497,Lucas Lopes,2012-01-01,,,,,,,(21)0583-5308,,,da Luz, PA,54393-648,Rodovia de Jesus,,,Santana Do Cafezal,Barbosa,,BR,,bl,st,,,,,,,,,,,,,,,Marcela da Mata,Davi Lucas Barros,,
498,Catarina Pires,,,,,,,,,,,Moura, SP,61720-225,Avenida Ana Luiza Lopes,7,,Vitoria Da Conquista,da Rosa,,BR,,wh,se,,Taxista,,,,,,,,,,,,,Isadora Fernandes,Leandro Pires,,
499,Dra. Evelyn da Mata,1919-01-01,,,,,,,(71)9834-3464,,,Viana, DF,58701-744,Jardim Luigi Nascimento,,,Vila Paris,Lopes Paulista,,BR,,bl,se,,General,,,,,,,,,,,,,Maria Cecília Alves,Joaquim da Costa,,
500,Ana Lívia Lima,1979-01-01,,,,,(55)96603-3782,,,,,,,,,,,,,,BR,,br,se,,,,,,,,,,,,,,,,Sr. Rafael Araújo,,
501,Dr. Luiz Gustavo Cavalcanti,1976-01-01,,,,,,,(51)0420-3888,,,Cardoso Verde, AL,12942-203,Residencial Nascimento,795,,Grajaú,Campos do Amparo,,BR,,bl,st,,,,,,,,,,,,,,,Dra. Sarah Nunes,,,
502,Augusto Teixeira,2009-01-01,,,,,,,(61)8403-3357,,,Moura, ES,55188-325,Parque Diego Martins,84,,Álvaro Camargos,Almeida do Oeste,,BR,,ye,se,,,,,,,,,,,,,,,,Paulo Castro,,
503,Juan Pereira,1992-01-01,,,,,,(21)2392-1494,,,,Caldeira da Prata, SC,71821-692,Alameda Sales,19,,Braúnas,Fernandes do Campo,,BR,,br,,,Ciclista,,,,,,,,,,,,,Maria Vitória Costa,João Lucas Monteiro,,
504,Vitor Gabriel Pereira,1945-01-01,,,,,(81)93939-4675,,,,,Fernandes de Silva,,,,,,,,,BR,,,ma,,Deputado,,,,,,,,,,,,,Maria Eduarda Monteiro,Diego Silveira,,
505,Bryan Alves,1974-01-01,,,,,,,,,,Rodrigues das Pedras, MS,77423-841,Rodovia de Porto,,,Heliopolis,Nascimento Paulista,,BR,,,,,Zelador,,,,,,,,,,,,,Ana Clara Nunes,Otávio Nascimento,,
506,Sabrina Fogaça,,,,,,,(41)6968-9403,,,,Pereira,,,,,,,,,BR,,,,,Engenheiro de processos,,,,,,,,,,,,,Sra. Ana Sophia da Mota,Dr. Isaac Carvalho,,
507,Marcela Freitas,1966-01-01,,,,,,(81)8725-6699,,,,Dias dos Dourados,,,,,,,,,BR,,bl,se,,Caldeireiro,,,,,,,,,,,,,Julia Lima,,,
508,Alana Costela,1979-01-01,,,,,(55)98610-7306,,,,,Cavalcanti das Pedras, MA,03236-601,Jardim Sales,11,,Vista Do Sol,Cavalcanti Alegre,,BR,,ye,ma,,Babysitter,,,,,,,,,,,,,Melissa Fernandes,Dr. Matheus Rodrigues,,
509,Leonardo Dias,2029-01-01,,,,,(71)99078-6409,,,,,Freitas,,,,,,,,,BR,,ye,,,Comerciante,,,,,,,,,,,,,,Leonardo Moreira,,
510,Lucca Duarte,1937-01-01,,,,,,(51)2821-7698,,,,, MS,04281-407,Distrito Mariane da Mota,16,,Vila Santa Monica 1ª Seção,Moraes de da Mota,,BR,,br,,,Barbeiro,,,,,,,,,,,,,Isadora Cardoso,André Ribeiro,,
511,Carlos Eduardo Porto,1983-01-01,,,,,,,(11)7609-7428,,,Farias, AM,24225-614,Chácara Enzo Duarte,51,,Bandeirantes,Araújo,,BR,,bl,se,,Esgrimista,,,,,,,,,,,,,Ana Beatriz Carvalho,Lucas Gabriel Rodrigues,,
512,Pietra Aragão,,,,,,,,(11)3178-5359,,,Rodrigues,,,,,,,,,BR,,wh,se,,Frentista,,,,,,,,,,,,,,Sr. Emanuel da Rosa,,
513,Dra. Sophie da Rocha,,,,,,(11)99428-9514,,,,,da Conceição, DF,34497-185,Estrada de Nogueira,7,,Vila Califórnia,Carvalho do Oeste,,BR,,bl,,,Microfonista,,,,,,,,,,,,,Amanda Nascimento,,,
514,Manuela Alves,2019-01-01,,,,,,,(41)1676-5913,,,Gonçalves, ES,10037-330,Trevo da Luz,,,Heliopolis,Barbosa,,BR,,ye,,,Alfaiate,,,,,,,,,,,,,Sofia Martins,Gabriel Fernandes,,
515,Davi Luiz Peixoto,,,,,,,,(41)5247-0652,,,, MA,31129-250,Viela Beatriz Barbosa,44,,Vila Vista Alegre,Teixeira,,BR,,br,wi,,Flautista,,,,,,,,,,,,,Emanuella da Paz,Arthur da Costa,,
516,Dra. Alice Cardoso,1950-01-01,,,,,(61)96408-7992,,,,,Nascimento da Mata,,,,,,,,,BR,,,st,,,,,,,,,,,,,,,Isadora Campos,Davi Lucca Azevedo,,
517,Evelyn Fernandes,1941-01-01,,,,,(55)92172-5107,,,,,, AP,07241-258,Esplanada de Gomes,3,,Santo Antônio,Dias de Nunes,,BR,,br,,,Engenheiro agrícola,,,,,,,,,,,,,,Enrico Nogueira,,
518,Clara da Rocha,2045-01-01,,,,,(71)90945-5390,,,,,Martins de Monteiro, BA,09803-429,Avenida de Rodrigues,,,Vila Boa Vista,Campos das Pedras,,BR,,bl,st,,Guarda ou policial rodoviário,,,,,,,,,,,,,Sabrina Ramos,Ian da Conceição,,
519,João Vitor Ramos,2001-01-01,,,,,,,(71)1252-2681,,,Castro de Teixeira, MS,97451-285,Esplanada de Cardoso,8,,Vila São João Batista,Duarte,,BR,,,wi,,Atleta de nado sincronizado,,,,,,,,,,,,,Maria Vitória Oliveira,Dr. João Gabriel Almeida,,
520,Paulo Lima,2028-01-01,,,,,,(41)1896-9947,,,,Farias Verde,,,,,,,,,BR,,bl,,,Tecnólogo em produção Sucroalcooleira,,,,,,,,,,,,,,,,
521,Vitória Barros,1987-01-01,,,,,,,,,,Pires, MG,72050-220,Via Diogo Rodrigues,9,,Leonina,Cardoso das Flores,,BR,,ye,wi,,,,,,,,,,,,,,,Pietra Vieira,Thales Rocha,,
522,Maria Cecília Ferreira,1935-01-01,,,,,(41)97746-5174,,,,,Cardoso, PI,76994-128,Estação Rodrigues,528,,Santa Efigênia,da Cunha da Serra,,BR,,,,,Xilógrafo,,,,,,,,,,,,,,Sr. João Lucas Oliveira,,
523,Sr. Nicolas da Conceição,1987-01-01,,,,,,,,,,Moreira de Minas, RN,56194-064,Rua de Ramos,42,,Santa Rosa,Santos Verde,,BR,,br,ma,,Jogador de badminton,,,,,,,,,,,,,Esther Fernandes,Juan Costa,,
524,Bryan Moreira,1988-01-01,,,,,,(61)4734-9824,,,,Gonçalves Grande, AM,88079-822,Via Almeida,73,,Betânia,Moraes,,BR,,bl,se,,Crítico,,,,,,,,,,,,,Alice Silveira,Renan Barbosa,,
525,Valentina Nascimento,1998-01-01,,,,,,,(31)5403-0037,,,Souza de Duarte,,,,,,,,,BR,,bl,ma,,Remador,,,,,,,,,,,,,Mariane Moraes,Dr. Benício Peixoto,,
526,Camila da Luz,,,,,,(31)94870-1201,,,,,Cardoso da Praia, PA,50991-496,Quadra de Gomes,,,Aguas Claras,Moraes,,BR,,,se,,Caça-talentos/Olheiro,,,,,,,,,,,,,Lara Nunes,Guilherme Cunha,,
527,Melissa Vieira,1944-01-01,,,,,,,,,,, PA,30060-507,Distrito Silva,45,,Delta,Cunha,,BR,,br,ma,,Mecânico,,,,,,,,,,,,,Maria Cecília Costa,Thomas Ramos,,
528,Sra. Laís Rezende,2004-01-01,,,,,(55)97844-5024,,,,,da Costa,,,,,,,,,BR,,bl,se,,Quiropraxista,,,,,,,,,,,,,Dra. Ana Vitória Moreira,Enzo Carvalho,,
529,Lara Rezende,1959-01-01,,,,,,,(11)5419-0545,,,,,,,,,,,,BR,,,wi,,Fotógrafo,,,,,,,,,,,,,Bruna Peixoto,Bruno Moraes,,
530,Manuela Pires,1980-01-01,,,,,(55)99026-1701,,,,,da Mota, PA,50772-823,Morro Noah Viana,16,,Vila Boa Vista,Fogaça do Sul,,BR,,bl,ma,,Museólogo,,,,,,,,,,,,,,Carlos Eduardo da Paz,,
531,Sra. Yasmin Barbosa,1932-01-01,,,,,,,,,,Freitas, PI,80736-624,Lagoa das Neves,8,,Grota,Silva de Goiás,,BR,,ye,st,,Profissional de manutenção industrial,,,,,,,,,,,,,Vitória Mendes,Danilo Ribeiro,,
532,Lucca Melo,1989-01-01,,,,,,,(31)0835-3085,,,, PR,40824-967,Favela Gomes,36,,Pirineus,da Paz,,BR,,bl,se,,Engenheiro de processos,,,,,,,,,,,,,,Calebe Cardoso,,
533,Melissa Duarte,2014-01-01,,,,,,,(21)0501-3743,,,da Conceição, AP,63977-166,Esplanada da Paz,11,,Vila Jardim Alvorada,Dias da Mata,,BR,,br,ma,,Enfermeiro,,,,,,,,,,,,,Júlia Aragão,Anthony das Neves,,
534,Otávio Souza,1928-01-01,,,,,(55)92686-3729,,,,,Peixoto, AM,92089-684,Esplanada Carolina Fernandes,9,,Minaslandia,da Cruz de Souza,,BR,,ye,ma,,,,,,,,,,,,,,,Bruna Costela,André Teixeira,,
535,Júlia Costa,1994-01-01,,,,,(21)97926-7773,,,,,da Cruz, RR,14009-430,Rua de Alves,7,,Vila Rica,da Costa da Praia,,BR,,br,ma,,Mestre cervejeiro,,,,,,,,,,,,,Sra. Emilly Santos,Dr. Noah Ferreira,,
536,Pietra Jesus,1970-01-01,,,,,(55)96496-3044,,,,,, PB,94699-492,Viela de Nogueira,87,,Vila Inestan,Mendes,,BR,,,wi,,Jornalista,,,,,,,,,,,,,Maysa das Neves,,,
537,Dr. João Pedro Azevedo,2023-01-01,,,,,(55)94098-4142,,,,,Dias, MG,84330-413,Quadra de Silveira,281,,Satelite,Costela,,BR,,bl,ma,,Webmaster,,,,,,,,,,,,,Sra. Ana Julia Porto,,,
538,Kevin Pinto,1945-01-01,,,,,,,,,,Costela da Praia,,,,,,,,,BR,,br,se,,,,,,,,,,,,,,,Carolina Campos,Sr. Joaquim da Luz,,
539,Rafaela Monteiro,2059-01-01,,,,,,,(84)5396-1399,,,,,,,,,,,,BR,,bl,ma,,Perito judicial,,,,,,,,,,,,,Luiza Peixoto,Bernardo Fogaça,,
540,Alana Aragão,2040-01-01,,,,,,(21)1547-8423,,,,Cardoso, RN,06951-911,Rodovia de Cardoso,10,,Conjunto Califórnia Ii,Cunha de Caldeira,,BR,,,,,Projetista mecânico,,,,,,,,,,,,,Ana Lívia Cardoso,Ryan da Mota,,
541,Maria Fernanda Martins,2055-01-01,,,,,,(71)5366-0514,,,,Barbosa do Campo,,,,,,,,,BR,,ye,wi,,Endocrinologista,,,,,,,,,,,,,Ana Lívia Gomes,Breno Nunes,,
542,Mirella Monteiro,2035-01-01,,,,,(55)99890-4397,,,,,Castro do Oeste, SE,99703-873,Largo de Araújo,51,,Boa Esperança,Vieira do Sul,,BR,,br,ma,,Técnico em edificações,,,,,,,,,,,,,Julia Moreira,Yuri Porto,,
543,Heloísa Caldeira,1965-01-01,,,,,,(31)5534-4578,,,,Pinto,,,,,,,,,BR,,,ma,,Presidente da República,,,,,,,,,,,,,Daniela Campos,Sr. Henrique Nascimento,,
544,Theo Lima,1977-01-01,,,,,,,(71)8583-7703,,,Pinto de Goiás,,,,,,,,,BR,,,ma,,Cientista social,,,,,,,,,,,,,Brenda Rocha,Sr. Levi Correia,,
545,Sr. Cauê Barbosa,2007-01-01,,,,,,,(21)3825-0022,,,Barros,,,,,,,,,BR,,br,ma,,Assistente administrativo,,,,,,,,,,,,,Kamilly Silveira,Dr. Augusto Lima,,
546,Luiz Miguel Pereira,2002-01-01,,,,,,(84)9748-7374,,,,Correia do Oeste, SE,08580-765,Ladeira Gomes,241,,Vista Alegre,da Mota,,BR,,br,se,,Construtor,,,,,,,,,,,,,Yasmin da Rosa,Vitor Gabriel Teixeira,,
547,Yago Moraes,,,,,,,,(81)2689-3617,,,Cardoso, SC,91164-349,Avenida de Rezende,,,Palmeiras,Caldeira do Norte,,BR,,bl,,,Cantor,,,,,,,,,,,,,Ana Luiza Costa,Raul Silveira,,
548,Murilo Costa,1990-01-01,,,,,(55)97466-1417,,,,,, BA,41472-564,Avenida Kevin Rezende,110,,Cachoeirinha,Farias do Oeste,,BR,,,ma,,,,,,,,,,,,,,,Julia Monteiro,Enrico Rodrigues,,
549,Lucas Gabriel Costela,,,,,,,,(84)8192-4050,,,Rezende de Minas, CE,44843-333,Largo Rodrigo Cardoso,32,,Parque São José,Cunha,,BR,,,wi,,Astronauta,,,,,,,,,,,,,Srta. Clara Caldeira,,,
550,Benjamin Barros,1969-01-01,,,,,,,(61)3526-7627,,,da Paz do Campo, RJ,11461-096,Sítio Murilo da Rocha,,,Universo,Araújo das Pedras,,BR,,wh,wi,,Marechal,,,,,,,,,,,,,Isabel das Neves,Kevin da Rosa,,
551,Davi Lucca Azevedo,2023-01-01,,,,,,(71)3757-2931,,,,Farias, AM,94699-351,Residencial Maitê Freitas,79,,Vila Cloris,da Luz de Cavalcanti,,BR,,,,,Bibliotecário,,,,,,,,,,,,,Sra. Caroline da Luz,Yuri Costela,,
552,Sr. Renan Carvalho,,,,,,,,,,,, SC,80030-543,Passarela de Lima,386,,Ipiranga,Cardoso,,BR,,br,wi,,Jogador de golfe,,,,,,,,,,,,,Srta. Isadora Martins,Augusto Lopes,,
553,Theo Lima,,,,,,,,,,,Moraes do Campo, SC,54677-233,Setor Rebeca Porto,39,,Carmo,Alves,,BR,,br,wi,,Quadrinista,,,,,,,,,,,,,Giovanna Silveira,Sr. Bernardo Mendes,,
554,Dr. Bruno Dias,1996-01-01,,,,,(55)98582-0945,,,,,Nunes, RR,52125-565,Favela de da Luz,,,Alto Barroca,Monteiro,,BR,,br,se,,Perfumista,,,,,,,,,,,,,Carolina Nunes,,,
555,Isabelly Carvalho,2042-01-01,,,,,,(11)8851-7098,,,,Pires de Gomes,,,,,,,,,BR,,br,se,,Cobrador de pedágio,,,,,,,,,,,,,Srta. Fernanda Duarte,Noah Rodrigues,,
556,Vitor Gabriel Araújo,1931-01-01,,,,,(81)98133-5834,,,,,Moura, RJ,89932-978,Estação de Silva,80,,Alpes,Nunes do Sul,,BR,,br,,,,,,,,,,,,,,,,Sra. Maria Sophia da Rosa,Dr. Lucas da Luz,,
557,Dr. Luiz Henrique Fernandes,1966-01-01,,,,,,,(61)9299-7943,,,, MS,88574-155,Vereda Clara Barbosa,64,,Nossa Senhora Da Aparecida,Lima,,BR,,br,,,,,,,,,,,,,,,,Clara Araújo,Guilherme Melo,,
558,Emanuella da Mota,1990-01-01,,,,,,(71)3188-5587,,,,da Mota, RO,89520-366,Sítio Carvalho,72,,Conjunto São Francisco De Assis,Novaes,,BR,,ye,,,,,,,,,,,,,,,,Evelyn Souza,,,
559,Dra. Alice Ramos,1951-01-01,,,,,,,,,,Cavalcanti, MA,67020-604,Lagoa de Oliveira,5,,Serra,Lopes,,BR,,ye,ma,,Capelão,,,,,,,,,,,,,Evelyn Gomes,Yuri Araújo,,
560,João Felipe da Luz,,,,,,,(81)8913-8091,,,,Santos de Barros, BA,16508-077,Quadra Nascimento,35,,São João Batista,Teixeira,,BR,,bl,wi,,,,,,,,,,,,,,,Emanuelly Souza,Dr. Carlos Eduardo Sales,,
561,Caroline da Mata,1964-01-01,,,,,,,(81)8853-7113,,,Monteiro do Campo, AM,15235-259,Morro Carvalho,31,,Aeroporto,Fernandes,,BR,,wh,st,,Médico cirurgião,,,,,,,,,,,,,,Benício Almeida,,
562,Anthony da Cruz,1986-01-01,,,,,,,,,,, AL,66088-895,Sítio de da Luz,99,,Pantanal,Barbosa Alegre,,BR,,bl,ma,,Toxicologista,,,,,,,,,,,,,Elisa Ferreira,Vicente Dias,,
563,Sophie Martins,,,,,,,(51)0118-2809,,,,, MT,50689-902,Feira de Nascimento,38,,Vista Alegre,Santos,,BR,,,st,,Laboratorista,,,,,,,,,,,,,Maria Sophia Martins,Heitor das Neves,,
564,Daniela Sales,2036-01-01,,,,,,,,,,da Rocha Alegre, PA,96474-214,Via Dias,3,,Vila São João Batista,da Mota da Serra,,BR,,br,se,,Lanterneiro,,,,,,,,,,,,,Giovanna da Cunha,Felipe Gonçalves,,
565,Yuri Cunha,1962-01-01,,,,,(51)91771-6817,,,,,Nascimento de Minas, PE,27958-883,Setor Nathan Duarte,6,,Conjunto Bonsucesso,Costa,,BR,,,se,,Nefrologista,,,,,,,,,,,,,Valentina Pereira,,,
566,Benjamin Ribeiro,2016-01-01,,,,,(55)97624-9195,,,,,Sales do Sul, SC,79877-500,Viela Mendes,44,,Monsenhor Messias,Caldeira do Campo,,BR,,ye,ma,,Dublador,,,,,,,,,,,,,Isabelly Carvalho,Luiz Felipe Silveira,,
567,Vitor Gabriel Nogueira,,,,,,(55)99513-6709,,,,,, RR,78501-238,Estrada de Moura,9,,Sion,da Paz,,BR,,ye,wi,,Agente penitenciário,,,,,,,,,,,,,Bianca Rezende,,,
568,Lucas Gabriel Fogaça,1970-01-01,,,,,,(31)7200-4559,,,,Silveira dos Dourados, PR,13009-788,Praça Porto,185,,João Alfredo,das Neves das Flores,,BR,,br,st,,,,,,,,,,,,,,,Kamilly Viana,Bernardo Carvalho,,
569,Clara Costa,1984-01-01,,,,,,(31)1989-7980,,,,Teixeira dos Dourados,,,,,,,,,BR,,wh,ma,,Perfusionista,,,,,,,,,,,,,,Dr. Bruno Nunes,,
570,Sophia da Rocha,1965-01-01,,,,,,,,,,Farias de Nascimento, AM,97227-755,Recanto Lucas da Cunha,151,,Dom Bosco,da Rocha,,BR,,,ma,,,,,,,,,,,,,,,Camila Rodrigues,Sr. Vinicius Castro,,
571,Srta. Daniela Gonçalves,1949-01-01,,,,,,,,,,Gomes,,,,,,,,,BR,,bl,st,,Ecólogo,,,,,,,,,,,,,Giovanna Moura,Luiz Otávio Lopes,,
